1.7149,0.87791,0.87791,0.87791,0.87791,0.87791,0.87791,0.65858,0.61445,0.61445,0.65858,0.61445,0.61445,0.61445,0.65858,0.61445,0.61445,0.61445,0.61445,0.61445,0.65858,0.61445,0.65858,0.61445,0.61445,0.61445,0.61445,0.61445,0.65858,0.65858,0.65858,0.4036,0.4036,0.4036,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.5807,0.53171,0.53171,0.5807,0.53171,0.5807,0.5807,0.5807,0.5807,0.5807,0.53171,0.5807,0.42727,0.42727,0.42727,0.42727,0.42727,0.42727
0.85507,0.43773,0.43773,0.43773,0.43773,0.43773,0.43773,0.32837,0.30637,0.30637,0.32837,0.30637,0.30637,0.30637,0.32837,0.30637,0.30637,0.30637,0.30637,0.30637,0.32837,0.30637,0.32837,0.30637,0.30637,0.30637,0.30637,0.30637,0.32837,0.32837,0.32837,0.20124,0.20124,0.20124,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.28954,0.26512,0.26512,0.28954,0.26512,0.28954,0.28954,0.28954,0.28954,0.28954,0.26512,0.28954,0.21304,0.21304,0.21304,0.21304,0.21304,0.21304
0.85507,0.43773,0.43773,0.43773,0.43773,0.43773,0.43773,0.32837,0.30637,0.30637,0.32837,0.30637,0.30637,0.30637,0.32837,0.30637,0.30637,0.30637,0.30637,0.30637,0.32837,0.30637,0.32837,0.30637,0.30637,0.30637,0.30637,0.30637,0.32837,0.32837,0.32837,0.20124,0.20124,0.20124,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.28954,0.26512,0.26512,0.28954,0.26512,0.28954,0.28954,0.28954,0.28954,0.28954,0.26512,0.28954,0.21304,0.21304,0.21304,0.21304,0.21304,0.21304
4.8148e-35,-2.4074e-34,-2.4074e-34,-2.287e-34,3.2201e-20,-3.2201e-20,2.287e-34,3.6102e-18,9.6308e-19,6.2621e-19,-4.6175e-19,1.0056e-18,-1.4044e-18,-1.7326e-18,4.6175e-19,9.6259e-19,-3.9476e-19,-6.2621e-19,-8.5382e-19,-9.6308e-19,-3.6102e-18,8.5382e-19,1.151e-18,-9.6259e-19,1.4044e-18,-1.0056e-18,1.7326e-18,3.9476e-19,-5.5302e-19,5.5302e-19,-1.151e-18,4.8148e-35,7.2222e-35,9.6296e-35,2.5189e-18,4.8148e-35,4.5878e-18,-2.5189e-18,2.5189e-18,0,5.3483e-20,-4.5878e-18,-4.8148e-35,-2.5189e-18,2.8889e-34,-5.3483e-20,-2.484e-18,-5.3483e-20,-2.484e-18,2.0749e-18,-4.8148e-35,3.7014e-34,-1.9259e-34,2.484e-18,-1.9259e-34,-2.0749e-18,2.484e-18,5.3483e-20,-6.8834e-18,2.4766e-18,1.1043e-17,6.8834e-18,-2.4766e-18,-9.5432e-19,7.6204e-18,9.5432e-19,6.829e-18,-6.829e-18,-1.1043e-17,-7.6204e-18,1.9259e-34,9.6296e-34,5.5854e-19,1.9259e-34,-5.7778e-34,-5.5854e-19
-9.1482e-34,-1.9259e-34,1.9259e-34,-1.1433e-17,-6.9815e-34,-3.8519e-34,1.1433e-17,-5.6247e-18,3.5246e-18,-7.2194e-18,1.2008e-17,8.3322e-18,2.9868e-18,-9.345e-18,-1.2008e-17,6.8556e-18,2.1555e-18,7.2194e-18,-3.3128e-18,-3.5246e-18,5.6247e-18,3.3128e-18,1.8656e-18,-6.8556e-18,-2.9868e-18,-8.3322e-18,9.345e-18,-2.1555e-18,-3.5083e-18,3.5083e-18,-1.8656e-18,-9.6296e-35,-1.1556e-33,1.4444e-34,4.6304e-18,-1.4888e-18,-9.6296e-35,4.6304e-18,-4.6304e-18,1.9259e-34,5.2196e-18,1.9259e-34,1.4888e-18,-4.6304e-18,-3.8519e-34,-5.2196e-18,-4.3957e-18,5.2196e-18,4.3957e-18,3.4907e-34,3.8519e-34,3.8519e-34,3.4996e-18,-4.3957e-18,-3.4996e-18,3.4907e-34,4.3957e-18,-5.2196e-18,1.6174e-17,3.9427e-18,6.2205e-18,-1.6174e-17,-3.9427e-18,1.4158e-17,8.0915e-18,-1.4158e-17,-1.0647e-17,1.0647e-17,-6.2205e-18,-8.0915e-18,0,4.2125e-18,9.6296e-34,0,-4.2125e-18,-9.6296e-35
-9.9402e-19,3.3354e-17,-3.3354e-17,3.3704e-34,-9.6296e-35,-1.0111e-33,3.3704e-34,2.2139e-18,6.7343e-18,6.0569e-18,7.7684e-18,-1.1718e-17,-5.9547e-18,-7.2934e-18,7.7684e-18,-3.6833e-18,9.0246e-18,6.0569e-18,2.2613e-18,6.7343e-18,2.2139e-18,2.2613e-18,-1.3245e-17,-3.6833e-18,-5.9547e-18,-1.1718e-17,-7.2934e-18,9.0246e-18,1.3511e-17,1.3511e-17,-1.3245e-17,-2.8889e-34,0,4.8148e-35,-5.7722e-18,-3.8519e-34,7.7037e-34,5.7722e-18,5.7722e-18,-5.0608e-18,-2.7875e-18,9.6296e-35,-3.8519e-34,-5.7722e-18,-4.9227e-18,-2.7875e-18,7.6805e-18,2.7875e-18,-7.6805e-18,0,4.9227e-18,5.0608e-18,-3.8519e-34,-7.6805e-18,3.8519e-34,0,7.6805e-18,2.7875e-18,-4.8665e-19,-1.1621e-17,4.869e-18,-4.8665e-19,-1.1621e-17,8.4945e-18,-9.2913e-18,8.4945e-18,1.0422e-17,1.0422e-17,4.869e-18,-9.2913e-18,-7.5421e-18,3.8519e-34,0,7.5421e-18,3.8519e-34,0
0.85507,0.43773,0.43773,0.43773,0.43773,0.43773,0.43773,0.32837,0.30637,0.30637,0.32837,0.30637,0.30637,0.30637,0.32837,0.30637,0.30637,0.30637,0.30637,0.30637,0.32837,0.30637,0.32837,0.30637,0.30637,0.30637,0.30637,0.30637,0.32837,0.32837,0.32837,0.20124,0.20124,0.20124,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.28954,0.26512,0.26512,0.28954,0.26512,0.28954,0.28954,0.28954,0.28954,0.28954,0.26512,0.28954,0.21304,0.21304,0.21304,0.21304,0.21304,0.21304
1.7149,0.87791,0.87791,0.87791,0.87791,0.87791,0.87791,0.65858,0.61445,0.61445,0.65858,0.61445,0.61445,0.61445,0.65858,0.61445,0.61445,0.61445,0.61445,0.61445,0.65858,0.61445,0.65858,0.61445,0.61445,0.61445,0.61445,0.61445,0.65858,0.65858,0.65858,0.4036,0.4036,0.4036,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.48724,0.5807,0.53171,0.53171,0.5807,0.53171,0.5807,0.5807,0.5807,0.5807,0.5807,0.53171,0.5807,0.42727,0.42727,0.42727,0.42727,0.42727,0.42727
0.85507,0.43773,0.43773,0.43773,0.43773,0.43773,0.43773,0.32837,0.30637,0.30637,0.32837,0.30637,0.30637,0.30637,0.32837,0.30637,0.30637,0.30637,0.30637,0.30637,0.32837,0.30637,0.32837,0.30637,0.30637,0.30637,0.30637,0.30637,0.32837,0.32837,0.32837,0.20124,0.20124,0.20124,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.24294,0.28954,0.26512,0.26512,0.28954,0.26512,0.28954,0.28954,0.28954,0.28954,0.28954,0.26512,0.28954,0.21304,0.21304,0.21304,0.21304,0.21304,0.21304
7.2222e-35,3.8519e-34,3.8519e-34,-1.9259e-34,-3.105e-18,3.105e-18,1.9259e-34,1.3785e-17,9.7775e-18,6.9306e-18,-3.6146e-20,1.0671e-18,-1.1836e-17,1.6987e-18,3.6146e-20,5.6716e-18,7.8941e-18,-6.9306e-18,-1.0735e-17,-9.7775e-18,-1.3785e-17,1.0735e-17,-5.2497e-18,-5.6716e-18,1.1836e-17,-1.0671e-18,-1.6987e-18,-7.8941e-18,-3.1507e-18,3.1507e-18,5.2497e-18,4.8148e-35,0,0,9.8682e-18,6.2593e-34,4.204e-18,-9.8682e-18,9.8682e-18,-3.8519e-34,5.9246e-18,-4.204e-18,-6.2593e-34,-9.8682e-18,-3.8519e-34,-5.9246e-18,6.6648e-18,-5.9246e-18,6.6648e-18,-2.6758e-18,-1.9259e-34,3.8519e-34,6.6806e-34,-6.6648e-18,-1.0232e-34,2.6758e-18,-6.6648e-18,5.9246e-18,9.3497e-18,7.6053e-18,-5.9231e-18,-9.3497e-18,-7.6053e-18,-8.1693e-18,1.4193e-17,8.1693e-18,1.3052e-17,-1.3052e-17,5.9231e-18,-1.4193e-17,0,-5.7778e-34,9.4865e-18,-3.8519e-34,1.9259e-34,-9.4865e-18
